law_url,abstract_url,is_standardized
https://zakon.rada.gov.ua/laws/show/en/273/96-%D0%B2%D1%80,https://zakon.rada.gov.ua/laws/anot/en/273/96-%D0%B2%D1%80,
https://zakon.rada.gov.ua/laws/show/en/270/96-%D0%B2%D1%80,https://zakon.rada.gov.ua/laws/anot/en/270/96-%D0%B2%D1%80,
https://zakon.rada.gov.ua/laws/show/en/254%D0%BA/96-%D0%B2%D1%80,https://zakon.rada.gov.ua/laws/anot/en/254%D0%BA/96-%D0%B2%D1%80,
https://zakon.rada.gov.ua/laws/show/en/236/96-%D0%B2%D1%80,https://zakon.rada.gov.ua/laws/anot/en/236/96-%D0%B2%D1%80,
https://zakon.rada.gov.ua/laws/show/en/192/96-%D0%B2%D1%80,https://zakon.rada.gov.ua/laws/anot/en/192/96-%D0%B2%D1%80,
https://zakon.rada.gov.ua/laws/show/en/123/96-%D0%B2%D1%80,https://zakon.rada.gov.ua/laws/anot/en/123/96-%D0%B2%D1%80,
https://zakon.rada.gov.ua/laws/show/en/93/96-%D0%B2%D1%80,,0.0
https://zakon.rada.gov.ua/laws/show/en/324/95-%D0%B2%D1%80,,0.0
https://zakon.rada.gov.ua/laws/show/en/255/95-%D0%B2%D1%80,https://zakon.rada.gov.ua/laws/anot/en/255/95-%D0%B2%D1%80,
https://zakon.rada.gov.ua/laws/show/en/213/95-%D0%B2%D1%80,https://zakon.rada.gov.ua/laws/anot/en/213/95-%D0%B2%D1%80,
https://zakon.rada.gov.ua/laws/show/en/176/95-%D0%B2%D1%80,https://zakon.rada.gov.ua/laws/anot/en/176/95-%D0%B2%D1%80,
https://zakon.rada.gov.ua/laws/show/en/162/95-%D0%B2%D1%80,https://zakon.rada.gov.ua/laws/anot/en/162/95-%D0%B2%D1%80,
https://zakon.rada.gov.ua/laws/show/en/86/95-%D0%B2%D1%80,https://zakon.rada.gov.ua/laws/anot/en/86/95-%D0%B2%D1%80,
https://zakon.rada.gov.ua/laws/show/en/232/94-%D0%B2%D1%80,https://zakon.rada.gov.ua/laws/anot/en/232/94-%D0%B2%D1%80,
https://zakon.rada.gov.ua/laws/show/en/208/94-%D0%B2%D1%80,,0.0
https://zakon.rada.gov.ua/laws/show/en/132/94-%D0%B2%D1%80,https://zakon.rada.gov.ua/laws/anot/en/132/94-%D0%B2%D1%80,
https://zakon.rada.gov.ua/laws/show/en/4002-12,https://zakon.rada.gov.ua/laws/anot/en/4002-12,
https://zakon.rada.gov.ua/laws/show/en/3852-12,,0.0
https://zakon.rada.gov.ua/laws/show/en/3808-12,https://zakon.rada.gov.ua/laws/anot/en/3808-12,
https://zakon.rada.gov.ua/laws/show/en/3687-12,https://zakon.rada.gov.ua/laws/anot/en/3687-12,
https://zakon.rada.gov.ua/laws/show/en/3688-12,https://zakon.rada.gov.ua/laws/anot/en/3688-12,
https://zakon.rada.gov.ua/laws/show/en/3689-12,https://zakon.rada.gov.ua/laws/anot/en/3689-12,
https://zakon.rada.gov.ua/laws/show/en/3353-12,https://zakon.rada.gov.ua/laws/anot/en/3353-12,
https://zakon.rada.gov.ua/laws/show/en/3322-12,https://zakon.rada.gov.ua/laws/anot/en/3322-12,
https://zakon.rada.gov.ua/laws/show/en/3116-12,https://zakon.rada.gov.ua/laws/anot/en/3116-12,
https://zakon.rada.gov.ua/laws/show/en/25-93,,
https://zakon.rada.gov.ua/laws/show/en/2801-12,https://zakon.rada.gov.ua/laws/anot/en/2801-12,
https://zakon.rada.gov.ua/laws/show/en/2657-12,https://zakon.rada.gov.ua/laws/anot/en/2657-12,
https://zakon.rada.gov.ua/laws/show/en/1798-12,https://zakon.rada.gov.ua/laws/anot/en/1798-12,
https://zakon.rada.gov.ua/laws/show/en/1560-12,,0.0
https://zakon.rada.gov.ua/laws/show/en/1543-12,,0.0
https://zakon.rada.gov.ua/laws/show/en/1540%D0%B0-12,,0.0
https://zakon.rada.gov.ua/laws/show/en/1264-12,,0.0
https://zakon.rada.gov.ua/laws/show/en/1023-12,https://zakon.rada.gov.ua/laws/anot/en/1023-12,
https://zakon.rada.gov.ua/laws/show/en/987-12,https://zakon.rada.gov.ua/laws/anot/en/987-12,
https://zakon.rada.gov.ua/laws/show/en/959-12,https://zakon.rada.gov.ua/laws/anot/en/959-12,
https://zakon.rada.gov.ua/laws/show/en/791%D0%B0-12,,
https://zakon.rada.gov.ua/laws/show/en/322-08,https://zakon.rada.gov.ua/laws/anot/en/322-08,
